Energy Use Record Name,Carbon Footprint Name,Record Type,Traveler Full Name,Report Start Date,Carbon Inventory Date,Segment Distance,Emission Factors - Scope 3,Organization Asset,Vendor Name,Cost Center
AT-FY20-AMER-1322,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/20/19,4/15/20,5289,Air Travel Factors,Business Travel FY20 - ANZ,KLM,EMEA Sales
AT-FY20-AMER-1323,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/20/19,4/15/20,5297.2,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1324,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/21/19,4/15/20,5305.4,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1325,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/22/19,4/15/20,5313.6,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1326,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/23/19,4/15/20,5321.8,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,LATAM Sales
AT-FY20-AMER-1327,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/24/19,4/15/20,5330,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1328,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/25/19,4/15/20,5338.2,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1329,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/26/19,4/15/20,5346.4,Air Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1330,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/27/19,4/15/20,5354.6,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,AMER Sales 
AT-FY20-AMER-1331,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/28/19,4/15/20,5362.8,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1332,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/29/19,4/15/20,5371,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1333,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",11/30/19,4/15/20,5379.2,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1334,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/1/19,4/15/20,5387.4,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,General COO
AT-FY20-AMER-1335,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/2/19,4/15/20,5395.6,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1336,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/3/19,4/15/20,5403.8,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY20-AMER-1337,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/4/19,4/15/20,5412,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1338,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/5/19,4/15/20,5420.2,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,EMEA Operations
AT-FY20-AMER-1339,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/6/19,4/15/20,5428.4,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1340,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/7/19,4/15/20,5436.6,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1341,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/8/19,4/15/20,5444.8,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1342,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/9/19,4/15/20,5453,Air Travel Factors,Business Travel FY20 - ANZ,British Airways,General COO
AT-FY20-AMER-1343,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/10/19,4/15/20,5461.2,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY20-AMER-1344,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/11/19,4/15/20,5469.4,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1345,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/12/19,4/15/20,5477.6,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1346,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/13/19,4/15/20,5485.8,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,Product Marketing
AT-FY20-AMER-1347,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/14/19,4/15/20,5494,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,LATAM Sales
AT-FY20-AMER-1348,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/15/19,4/15/20,5502.2,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1349,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/16/19,4/15/20,5510.4,Air Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1350,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/18/19,4/15/20,5518.6,Air Travel Factors,Business Travel FY20 - ANZ,KLM,EMEA Sales
AT-FY20-AMER-1351,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/19/19,4/15/20,5062.4,Air Travel Factors,Business Travel FY20 - SA,United Airlines,AMER Sales 
AT-FY20-AMER-1352,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/20/19,4/15/20,5074.6,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1353,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/20/19,4/15/20,5086.8,Air Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1354,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/21/19,4/15/20,5099,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,LATAM Sales
AT-FY20-AMER-1355,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/22/19,4/15/20,5111.2,Air Travel Factors,Business Travel FY20 - SA,Delta Airlines,General COO
AT-FY20-AMER-1356,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/23/19,4/15/20,5123.4,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1357,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/24/19,4/15/20,5135.6,Air Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1358,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/25/19,4/15/20,5147.8,Air Travel Factors,Business Travel FY20 - ANZ,United Airlines,AMER Sales 
AT-FY20-AMER-1359,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/26/19,4/15/20,5160,Air Travel Factors,Business Travel FY20 - SA,United Airlines,EMEA Operations
AT-FY20-AMER-1360,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/27/19,4/15/20,5172.2,Air Travel Factors,Business Travel FY20 - SA,United Airlines,Product Marketing
AT-FY20-AMER-1361,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/28/19,4/15/20,5184.4,Air Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1362,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/29/19,4/15/20,5196.6,Air Travel Factors,Business Travel FY20 - ANZ,Delta Airlines,General COO
AT-FY20-AMER-1363,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/30/19,4/15/20,5208.8,Air Travel Factors,Business Travel FY20 - SA,British Airways,General COO
AT-FY20-AMER-1364,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",12/31/19,4/15/20,5221,Air Travel Factors,Business Travel FY20 - SA,KLM,EMEA Sales
AT-FY21-AMER-3001,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/2/20,4/15/21,792.4,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-3002,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/3/20,4/15/21,804.6,Air Travel Factors,Business Travel FY21 - ME,United Airlines,EMEA Operations
AT-FY21-AMER-3003,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/4/20,4/15/21,816.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3004,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/5/20,4/15/21,829,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3005,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/6/20,4/15/21,841.2,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3006,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/7/20,4/15/21,853.4,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3007,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/8/20,4/15/21,865.6,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3008,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/9/20,4/15/21,877.8,Air Travel Factors,Business Travel FY21 - ME,United Airlines,AMER Sales 
AT-FY21-AMER-3009,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/10/20,4/15/21,890,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3010,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/11/20,4/15/21,902.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3011,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/12/20,4/15/21,914.4,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3012,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/13/20,4/15/21,926.6,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3013,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/14/20,4/15/21,938.8,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3014,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/15/20,4/15/21,951,Air Travel Factors,Business Travel FY21 - ME,KLM,EMEA Sales
AT-FY21-AMER-3015,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/16/20,4/15/21,963.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3016,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/18/20,4/15/21,975.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3017,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/19/20,4/15/21,987.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3018,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/20/20,4/15/21,999.8,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3019,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/20/20,4/15/21,1012,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3020,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/21/20,4/15/21,1024.2,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3021,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/22/20,4/15/21,1036.4,Air Travel Factors,Business Travel FY21 - ME,KLM,EMEA Sales
AT-FY21-AMER-3022,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/23/20,4/15/21,1048.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3023,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/24/20,4/15/21,1060.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3024,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/25/20,4/15/21,1073,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3025,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/26/20,4/15/21,1085.2,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3026,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/27/20,4/15/21,1097.4,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3027,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/28/20,4/15/21,1109.6,Air Travel Factors,Business Travel FY21 - ME,British Airways,General COO
AT-FY21-AMER-3028,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/29/20,4/15/21,1121.8,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3029,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/30/20,4/15/21,1134,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3030,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",1/31/20,4/15/21,1146.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3031,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/1/20,4/15/21,1158.4,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-3032,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/2/20,4/15/21,1170.6,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3033,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/3/20,4/15/21,1182.8,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,General COO
AT-FY21-AMER-3034,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/4/20,4/15/21,1195,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3035,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/5/20,4/15/21,1207.2,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3036,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/6/20,4/15/21,1219.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3037,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/7/20,4/15/21,1231.6,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-3038,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/8/20,4/15/21,1243.8,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-3039,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/9/20,4/15/21,1256,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3040,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/10/20,4/15/21,1268.2,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,General COO
AT-FY21-AMER-3041,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/11/20,4/15/21,1280.4,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3042,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/12/20,4/15/21,1292.6,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3043,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/13/20,4/15/21,1304.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3044,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/14/20,4/15/21,1317,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-3045,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/15/20,4/15/21,1329.2,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-3046,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/16/20,4/15/21,1341.4,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,LATAM Sales
AT-FY21-AMER-3047,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/18/20,4/15/21,1353.6,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3048,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/19/20,4/15/21,1365.8,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3049,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/20/20,4/15/21,1378,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3050,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/20/20,4/15/21,1390.2,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-3051,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/21/20,4/15/21,1402.4,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-3052,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/22/20,4/15/21,1414.6,Air Travel Factors,Business Travel FY21 - ME,United Airlines,Product Marketing
AT-FY21-AMER-3053,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/23/20,4/15/21,1426.8,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3054,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/24/20,4/15/21,1439,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3055,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/25/20,4/15/21,1451.2,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3056,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/26/20,4/15/21,1463.4,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3057,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/27/20,4/15/21,1475.6,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-3058,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",2/28/20,4/15/21,1487.8,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-3059,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/1/20,4/15/21,1500,Air Travel Factors,Business Travel FY21 - ME,United Airlines,Product Marketing
AT-FY21-AMER-3060,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/2/20,4/15/21,1512.2,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3061,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/3/20,4/15/21,1524.4,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3062,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/4/20,4/15/21,1536.6,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-3063,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/5/20,4/15/21,1548.8,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3064,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/6/20,4/15/21,1561,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-3065,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/7/20,4/15/21,1573.2,Air Travel Factors,Business Travel FY21 - ME,United Airlines,EMEA Operations
AT-FY21-AMER-3066,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/8/20,4/15/21,1585.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3067,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/9/20,4/15/21,1597.6,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3068,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/10/20,4/15/21,1609.8,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-3069,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/11/20,4/15/21,1622,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3070,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/12/20,4/15/21,1634.2,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3071,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/13/20,4/15/21,1646.4,Air Travel Factors,Business Travel FY21 - ME,United Airlines,AMER Sales 
AT-FY21-AMER-3072,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/14/20,4/15/21,1658.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3073,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/15/20,4/15/21,1670.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3074,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/16/20,4/15/21,1683,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3075,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/18/20,4/15/21,1695.2,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3076,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/19/20,4/15/21,1707.4,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3077,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/20/20,4/15/21,1719.6,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-3078,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/20/20,4/15/21,1731.8,Air Travel Factors,Business Travel FY21 - ME,United Airlines,AMER Sales 
AT-FY21-AMER-3079,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/21/20,4/15/21,1744,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3080,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/22/20,4/15/21,1756.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3081,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/23/20,4/15/21,1768.4,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-3082,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/24/20,4/15/21,1780.6,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3083,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/25/20,4/15/21,1792.8,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-3084,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/26/20,4/15/21,1805,Air Travel Factors,Business Travel FY21 - ME,KLM,EMEA Sales
AT-FY21-AMER-3085,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/27/20,4/15/21,1817.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3086,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/28/20,4/15/21,1829.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3087,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/29/20,4/15/21,1841.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-3088,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/30/20,4/15/21,1853.8,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3089,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",3/31/20,4/15/21,1866,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3090,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/1/20,4/15/21,1878.2,Air Travel Factors,Business Travel FY21 - ME,British Airways,General COO
AT-FY21-AMER-3091,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/2/20,4/15/21,1890.4,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3092,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/3/20,4/15/21,1902.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3093,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/4/20,4/15/21,1914.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3094,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/5/20,4/15/21,1927,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-3095,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/6/20,4/15/21,1939.2,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-3096,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/7/20,4/15/21,1951.4,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-3097,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/8/20,4/15/21,1963.6,Air Travel Factors,Business Travel FY21 - ME,British Airways,General COO
AT-FY21-AMER-3098,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/9/20,4/15/21,1975.8,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-3099,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/10/20,4/15/21,1988,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-3100,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/11/20,4/15/21,2000.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-3101,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",4/12/20,4/15/21,2012.4,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
