Energy Use Record Name,Carbon Footprint Name,Record Type,Traveler Full Name,Report Start Date,Carbon Inventory Date,Segment Distance (Miles),Emission Factors - Scope 3,Organization Asset,Vendor Name,Cost Center
AT-FY19-AMER-1286,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/14/18,4/15/19,4993.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,British Airways,General COO
AT-FY19-AMER-1287,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/15/18,4/15/19,5002,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1288,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/16/18,4/15/19,5010.2,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1289,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/17/18,4/15/19,5018.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,EMEA Operations
AT-FY19-AMER-1290,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/18/18,4/15/19,5026.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,Product Marketing
AT-FY19-AMER-1291,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/19/18,4/15/19,5034.8,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1292,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/20/18,4/15/19,5043,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1293,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/21/18,4/15/19,5051.2,Scope 3 Travel Factors,Business Travel FY19 - AMER,British Airways,General COO
AT-FY19-AMER-1294,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/22/18,4/15/19,5059.4,Scope 3 Travel Factors,Business Travel FY19 - ANZ,KLM,EMEA Sales
AT-FY19-AMER-1295,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/23/18,4/15/19,5067.6,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1296,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/24/18,4/15/19,5075.8,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1297,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/25/18,4/15/19,5084,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,Product Marketing
AT-FY19-AMER-1298,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/26/18,4/15/19,5092.2,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,LATAM Sales
AT-FY19-AMER-1299,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/27/18,4/15/19,5100.4,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1300,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/28/18,4/15/19,5108.6,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1301,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/29/18,4/15/19,5116.8,Scope 3 Travel Factors,Business Travel FY19 - AMER,KLM,EMEA Sales
AT-FY19-AMER-1302,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/30/18,4/15/19,5125,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,AMER Sales 
AT-FY19-AMER-1303,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",10/31/18,4/15/19,5133.2,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1304,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/1/18,4/15/19,5141.4,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1305,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/2/18,4/15/19,5149.6,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,LATAM Sales
AT-FY19-AMER-1306,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/3/18,4/15/19,5157.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,General COO
AT-FY19-AMER-1307,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/4/18,4/15/19,5166,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1308,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/5/18,4/15/19,5174.2,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1309,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/6/18,4/15/19,5182.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,AMER Sales 
AT-FY19-AMER-1310,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/7/18,4/15/19,5190.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,EMEA Operations
AT-FY19-AMER-1311,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/8/18,4/15/19,5198.8,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1312,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/9/18,4/15/19,5207,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1313,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/10/18,4/15/19,5215.2,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,General COO
AT-FY19-AMER-1314,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/11/18,4/15/19,5223.4,Scope 3 Travel Factors,Business Travel FY19 - ANZ,British Airways,General COO
AT-FY19-AMER-1315,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/12/18,4/15/19,5231.6,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1316,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/13/18,4/15/19,5239.8,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1317,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/14/18,4/15/19,5248,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,EMEA Operations
AT-FY19-AMER-1318,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/15/18,4/15/19,5256.2,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,Product Marketing
AT-FY19-AMER-1319,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/16/18,4/15/19,5264.4,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1320,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/17/18,4/15/19,5272.6,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1321,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/18/18,4/15/19,5280.8,Scope 3 Travel Factors,Business Travel FY19 - AMER,British Airways,General COO
AT-FY19-AMER-1322,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/19/18,4/15/19,5289,Scope 3 Travel Factors,Business Travel FY19 - ANZ,KLM,EMEA Sales
AT-FY19-AMER-1323,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/20/18,4/15/19,5297.2,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1324,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/21/18,4/15/19,5305.4,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1325,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/22/18,4/15/19,5313.6,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,Product Marketing
AT-FY19-AMER-1326,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/23/18,4/15/19,5321.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,LATAM Sales
AT-FY19-AMER-1327,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/24/18,4/15/19,5330,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1328,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/25/18,4/15/19,5338.2,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1329,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/26/18,4/15/19,5346.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,KLM,EMEA Sales
AT-FY19-AMER-1330,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/27/18,4/15/19,5354.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,AMER Sales 
AT-FY19-AMER-1331,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/28/18,4/15/19,5362.8,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1332,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/29/18,4/15/19,5371,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1333,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",11/30/18,4/15/19,5379.2,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,LATAM Sales
AT-FY19-AMER-1334,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/1/18,4/15/19,5387.4,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,General COO
AT-FY19-AMER-1335,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/2/18,4/15/19,5395.6,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1336,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/3/18,4/15/19,5403.8,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1337,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/4/18,4/15/19,5412,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,AMER Sales 
AT-FY19-AMER-1338,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/5/18,4/15/19,5420.2,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,EMEA Operations
AT-FY19-AMER-1339,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/6/18,4/15/19,5428.4,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1340,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/7/18,4/15/19,5436.6,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1341,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/8/18,4/15/19,5444.8,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,General COO
AT-FY19-AMER-1342,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/9/18,4/15/19,5453,Scope 3 Travel Factors,Business Travel FY19 - ANZ,British Airways,General COO
AT-FY19-AMER-1343,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/10/18,4/15/19,5461.2,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY19-AMER-1344,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/11/18,4/15/19,5469.4,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1345,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/12/18,4/15/19,5477.6,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,EMEA Operations
AT-FY19-AMER-1346,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/13/18,4/15/19,5485.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,Product Marketing
AT-FY19-AMER-1347,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/14/18,4/15/19,5494,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,LATAM Sales
AT-FY19-AMER-1348,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/15/18,4/15/19,5502.2,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1349,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/16/18,4/15/19,5510.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,British Airways,General COO
AT-FY19-AMER-1350,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/17/18,4/15/19,5518.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,KLM,EMEA Sales
AT-FY19-AMER-1351,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/18/18,4/15/19,5062.4,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,AMER Sales 
AT-FY19-AMER-1352,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/19/18,4/15/19,5074.6,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1353,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/20/18,4/15/19,5086.8,Scope 3 Travel Factors,Business Travel FY19 - AMER,United Airlines,Product Marketing
AT-FY19-AMER-1354,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/21/18,4/15/19,5099,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,LATAM Sales
AT-FY19-AMER-1355,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/22/18,4/15/19,5111.2,Scope 3 Travel Factors,Business Travel FY19 - SA,Delta Airlines,General COO
AT-FY19-AMER-1356,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/23/18,4/15/19,5123.4,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1357,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/24/18,4/15/19,5135.6,Scope 3 Travel Factors,Business Travel FY19 - AMER,KLM,EMEA Sales
AT-FY19-AMER-1358,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/25/18,4/15/19,5147.8,Scope 3 Travel Factors,Business Travel FY19 - ANZ,United Airlines,AMER Sales 
AT-FY19-AMER-1359,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/26/18,4/15/19,5160,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,EMEA Operations
AT-FY19-AMER-1360,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/27/18,4/15/19,5172.2,Scope 3 Travel Factors,Business Travel FY19 - SA,United Airlines,Product Marketing
AT-FY19-AMER-1361,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/28/18,4/15/19,5184.4,Scope 3 Travel Factors,Business Travel FY19 - AMER,Delta Airlines,LATAM Sales
AT-FY19-AMER-1362,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/29/18,4/15/19,5196.6,Scope 3 Travel Factors,Business Travel FY19 - ANZ,Delta Airlines,General COO
AT-FY19-AMER-1363,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/30/18,4/15/19,5208.8,Scope 3 Travel Factors,Business Travel FY19 - SA,British Airways,General COO
AT-FY19-AMER-1364,Air Travel - All Org - FY19,Air Travel,"SMITH, JANE",12/31/18,4/15/19,5221,Scope 3 Travel Factors,Business Travel FY19 - SA,KLM,EMEA Sales
AT-FY20-AMER-3001,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/2/19,4/15/20,792.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-3002,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/3/19,4/15/20,804.6,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,EMEA Operations
AT-FY20-AMER-3003,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/4/19,4/15/20,816.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3004,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/5/19,4/15/20,829,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-3005,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/6/19,4/15/20,841.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-3006,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/7/19,4/15/20,853.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-3007,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/8/19,4/15/20,865.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-3008,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/9/19,4/15/20,877.8,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,AMER Sales 
AT-FY20-AMER-3009,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/10/19,4/15/20,890,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3010,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/11/19,4/15/20,902.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3011,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/12/19,4/15/20,914.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-3012,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/13/19,4/15/20,926.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-3013,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/14/19,4/15/20,938.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-3014,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/15/19,4/15/20,951,Scope 3 Travel Factors,Business Travel FY20 - ME,KLM,EMEA Sales
AT-FY20-AMER-3015,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/16/19,4/15/20,963.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3016,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/17/19,4/15/20,975.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3017,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/18/19,4/15/20,987.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3018,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/19/19,4/15/20,999.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-3019,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/20/19,4/15/20,1012,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-3020,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/21/19,4/15/20,1024.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-3021,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/22/19,4/15/20,1036.4,Scope 3 Travel Factors,Business Travel FY20 - ME,KLM,EMEA Sales
AT-FY20-AMER-3022,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/23/19,4/15/20,1048.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3023,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/24/19,4/15/20,1060.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3024,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/25/19,4/15/20,1073,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-3025,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/26/19,4/15/20,1085.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-3026,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/27/19,4/15/20,1097.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-3027,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/28/19,4/15/20,1109.6,Scope 3 Travel Factors,Business Travel FY20 - ME,British Airways,General COO
AT-FY20-AMER-3028,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/29/19,4/15/20,1121.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3029,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/30/19,4/15/20,1134,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3030,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",1/31/19,4/15/20,1146.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-3031,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/1/19,4/15/20,1158.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-3032,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/2/19,4/15/20,1170.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-3033,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/3/19,4/15/20,1182.8,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,General COO
AT-FY20-AMER-3034,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/4/19,4/15/20,1195,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3035,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/5/19,4/15/20,1207.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3036,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/6/19,4/15/20,1219.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3037,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/7/19,4/15/20,1231.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-3038,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/8/19,4/15/20,1243.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-3039,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/9/19,4/15/20,1256,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-3040,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/10/19,4/15/20,1268.2,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,General COO
AT-FY20-AMER-3041,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/11/19,4/15/20,1280.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3042,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/12/19,4/15/20,1292.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3043,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/13/19,4/15/20,1304.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-3044,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/14/19,4/15/20,1317,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-3045,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/15/19,4/15/20,1329.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-3046,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/16/19,4/15/20,1341.4,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,LATAM Sales
AT-FY20-AMER-3047,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/17/19,4/15/20,1353.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-3048,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/18/19,4/15/20,1365.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3049,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/19/19,4/15/20,1378,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-3050,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/20/19,4/15/20,1390.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-3051,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/21/19,4/15/20,1402.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-3052,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/22/19,4/15/20,1414.6,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,Product Marketing
AT-FY20-AMER-3053,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/23/19,4/15/20,1426.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-3054,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/24/19,4/15/20,1439,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-3055,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/25/19,4/15/20,1451.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-3056,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/26/19,4/15/20,1463.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-3057,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/27/19,4/15/20,1475.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-3058,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",2/28/19,4/15/20,1487.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-3059,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",3/1/19,4/15/20,1500,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,Product Marketing
