Energy Use Record Name,Carbon Footprint Name,Traveler Full Name,Rental Car Company Name,Rental Car Company Code,Record Type,Carbon Inventory Date,Report Start Date,Report End Date,Cost Center,Organization Asset,Vendor Name,Expense Type,Vendor-provided emissions (tCO2e),Emission Factors - Scope 3,Distance Unit ,Trip Distance
Rental Car - FY20 - RecID 2311,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/19/19,8/20/19,Product Marketing,Business Travel FY20 - ANZ,Avis,Rental Car,0.040207093,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2312,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/20/19,8/21/19,LATAM Sales,Business Travel FY20 - SA,Avis,Rental Car,0.022069155,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2313,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/21/19,8/21/19,General COO,Business Travel FY20 - SA,Avis,Rental Car,0.102017027,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2314,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/21/19,8/22/19,General COO,Business Travel FY20 - AMER,Hertz,Rental Car,0.081328385,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2315,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/22/19,8/23/19,General COO,Business Travel FY20 - ANZ,Hertz,Rental Car,0.088831834,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2316,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/23/19,8/24/19,AMER Sales,Business Travel FY20 - AMER,Enterprise,Rental Car,0.001605496,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2317,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/24/19,8/25/19,EMEA Operations,Business Travel FY20 - ANZ,Avis,Rental Car,0.011542353,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2318,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/25/19,8/26/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.042561391,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2319,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/26/19,8/27/19,EMEA Operations,Business Travel FY20 - SA,Avis,Rental Car,0.170857227,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2320,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/27/19,8/28/19,AMER Sales,Business Travel FY20 - AMER,Hertz,Rental Car,0.00909926,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2321,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/28/19,8/29/19,EMEA Operations,Business Travel FY20 - ANZ,Hertz,Rental Car,0.112529798,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2322,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/29/19,8/30/19,AMER Sales,Business Travel FY20 - SA,Enterprise,Rental Car,0.05197706,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2323,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/30/19,8/31/19,EMEA Operations,Business Travel FY20 - SA,Avis,Rental Car,0.136901807,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2324,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,8/31/19,9/1/19,Product Marketing,Business Travel FY20 - AMER,Avis,Rental Car,0.115210785,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2325,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/1/19,9/2/19,LATAM Sales,Business Travel FY20 - ANZ,Avis,Rental Car,0.071487392,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2326,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/2/19,9/3/19,General COO,Business Travel FY20 - SA,Hertz,Rental Car,0.207411342,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2327,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/3/19,9/4/19,General COO,Business Travel FY20 - SA,Hertz,Rental Car,0.128006706,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2328,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/4/19,9/5/19,General COO,Business Travel FY20 - AMER,Enterprise,Rental Car,0.165338553,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2329,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/5/19,9/6/19,AMER Sales,Business Travel FY20 - ANZ,Avis,Rental Car,0.063611918,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2330,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/6/19,9/7/19,EMEA Operations,Business Travel FY20 - SA,Avis,Rental Car,0.081166578,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2331,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/7/19,9/8/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.065353347,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2332,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/8/19,9/9/19,EMEA Operations,Business Travel FY20 - AMER,Hertz,Rental Car,0.123435211,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2333,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/9/19,9/10/19,AMER Sales,Business Travel FY20 - ANZ,Hertz,Rental Car,0.065233282,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2334,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/10/19,9/11/19,EMEA Operations,Business Travel FY20 - SA,Enterprise,Rental Car,0.011755891,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2335,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/11/19,9/12/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.028493268,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2336,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/12/19,9/13/19,EMEA Operations,Business Travel FY20 - AMER,Avis,Rental Car,0.065734395,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2337,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/13/19,9/14/19,Product Marketing,Business Travel FY20 - ANZ,Avis,Rental Car,0.183923407,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2338,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/14/19,9/15/19,LATAM Sales,Business Travel FY20 - SA,Hertz,Rental Car,0.128592793,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2339,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/15/19,9/16/19,General COO,Business Travel FY20 - SA,Hertz,Rental Car,0.147683616,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2340,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/16/19,9/17/19,General COO,Business Travel FY20 - AMER,Enterprise,Rental Car,0.185293312,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2341,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/17/19,9/19/19,General COO,Business Travel FY20 - SA,Avis,Rental Car,0.075199182,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2342,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/19/19,9/20/19,AMER Sales,Business Travel FY20 - AMER,Avis,Rental Car,0.036151691,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2343,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/20/19,9/21/19,EMEA Operations,Business Travel FY20 - ANZ,Avis,Rental Car,0.162718856,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2344,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/21/19,9/21/19,AMER Sales,Business Travel FY20 - SA,Hertz,Rental Car,0.120473583,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2345,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/21/19,9/22/19,EMEA Operations,Business Travel FY20 - SA,Hertz,Rental Car,0.201036084,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2346,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/22/19,9/23/19,AMER Sales,Business Travel FY20 - AMER,Enterprise,Rental Car,0.047521377,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2347,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/23/19,9/24/19,EMEA Operations,Business Travel FY20 - ANZ,Avis,Rental Car,0.140099473,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2348,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/24/19,9/25/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.181638342,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2349,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/25/19,9/26/19,EMEA Operations,Business Travel FY20 - SA,Avis,Rental Car,0.193008159,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2350,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/26/19,9/27/19,Product Marketing,Business Travel FY20 - AMER,Hertz,Rental Car,0.115750846,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2351,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/27/19,9/28/19,LATAM Sales,Business Travel FY20 - ANZ,Hertz,Rental Car,0.088996794,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2352,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/28/19,9/29/19,General COO,Business Travel FY20 - AMER,Enterprise,Rental Car,0.024557457,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2353,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/29/19,9/30/19,General COO,Business Travel FY20 - ANZ,Avis,Rental Car,0.209073845,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2354,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,9/30/19,10/1/19,General COO,Business Travel FY20 - SA,Avis,Rental Car,0.181837887,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2355,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/1/19,10/2/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.084349474,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2356,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/2/19,10/3/19,EMEA Operations,Business Travel FY20 - SA,Hertz,Rental Car,0.12555064,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2357,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/3/19,10/4/19,AMER Sales,Business Travel FY20 - AMER,Hertz,Rental Car,0.088637136,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2358,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/4/19,10/5/19,EMEA Operations,Business Travel FY20 - ANZ,Enterprise,Rental Car,0.132242209,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2359,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/5/19,10/6/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.048388692,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2360,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/6/19,10/7/19,EMEA Operations,Business Travel FY20 - SA,Avis,Rental Car,0.142170716,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2361,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/7/19,10/8/19,AMER Sales,Business Travel FY20 - AMER,Avis,Rental Car,0.152901455,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2362,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/8/19,10/9/19,EMEA Operations,Business Travel FY20 - ANZ,Hertz,Rental Car,0.130603024,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2363,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/9/19,10/10/19,Product Marketing,Business Travel FY20 - SA,Hertz,Rental Car,0.163185783,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2364,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/10/19,10/11/19,LATAM Sales,Business Travel FY20 - SA,Enterprise,Rental Car,0.13049599,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2365,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/11/19,10/12/19,General COO,Business Travel FY20 - AMER,Avis,Rental Car,0.006596387,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2366,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/12/19,10/13/19,General COO,Business Travel FY20 - ANZ,Avis,Rental Car,0.132020772,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2367,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/13/19,10/14/19,General COO,Business Travel FY20 - AMER,Avis,Rental Car,0.09314145,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2368,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/14/19,10/15/19,AMER Sales,Business Travel FY20 - ANZ,Hertz,Rental Car,0.118046792,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2369,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/15/19,10/16/19,EMEA Operations,Business Travel FY20 - SA,Hertz,Rental Car,0.00284373,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2370,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/16/19,10/17/19,AMER Sales,Business Travel FY20 - SA,Enterprise,Rental Car,0.198948816,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2371,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/17/19,10/19/19,EMEA Operations,Business Travel FY20 - AMER,Avis,Rental Car,0.085859151,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2372,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/19/19,10/20/19,AMER Sales,Business Travel FY20 - ANZ,Avis,Rental Car,0.159622802,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2373,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/20/19,10/21/19,EMEA Operations,Business Travel FY20 - SA,Avis,Rental Car,0.107585683,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2374,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/21/19,10/21/19,AMER Sales,Business Travel FY20 - SA,Hertz,Rental Car,0.183814329,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2375,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/21/19,10/22/19,EMEA Operations,Business Travel FY20 - AMER,Hertz,Rental Car,0.124638138,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2376,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/22/19,10/23/19,Product Marketing,Business Travel FY20 - ANZ,Enterprise,Rental Car,0.18347476,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2377,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/23/19,10/24/19,LATAM Sales,Business Travel FY20 - SA,Avis,Rental Car,0.105419746,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2378,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/24/19,10/25/19,General COO,Business Travel FY20 - SA,Avis,Rental Car,0.047677243,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2379,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/25/19,10/26/19,General COO,Business Travel FY20 - AMER,Avis,Rental Car,0.006159673,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2380,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/26/19,10/27/19,General COO,Business Travel FY20 - ANZ,Hertz,Rental Car,0.073638694,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2381,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/27/19,10/28/19,AMER Sales,Business Travel FY20 - SA,Hertz,Rental Car,0.043647653,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2382,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/28/19,10/29/19,EMEA Operations,Business Travel FY20 - SA,Enterprise,Rental Car,0.101038772,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2383,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/29/19,10/30/19,AMER Sales,Business Travel FY20 - AMER,Avis,Rental Car,0.19294,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2384,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/30/19,10/31/19,EMEA Operations,Business Travel FY20 - ANZ,Avis,Rental Car,0.114923387,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2385,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,10/31/19,11/1/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.111204036,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2386,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/1/19,11/2/19,EMEA Operations,Business Travel FY20 - SA,Hertz,Rental Car,0.042778577,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2387,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/2/19,11/3/19,AMER Sales,Business Travel FY20 - AMER,Hertz,Rental Car,0.118386223,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2388,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/3/19,11/4/19,EMEA Operations,Business Travel FY20 - ANZ,Enterprise,Rental Car,0.073665579,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2389,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/4/19,11/5/19,Product Marketing,Business Travel FY20 - SA,Avis,Rental Car,0.022985005,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2390,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/5/19,11/6/19,LATAM Sales,Business Travel FY20 - SA,Avis,Rental Car,0.00678979,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2391,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/6/19,11/7/19,General COO,Business Travel FY20 - AMER,Avis,Rental Car,0.149010996,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2392,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/7/19,11/8/19,General COO,Business Travel FY20 - SA,Hertz,Rental Car,0.207123744,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2393,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/8/19,11/9/19,General COO,Business Travel FY20 - AMER,Hertz,Rental Car,0.040550636,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2394,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/9/19,11/10/19,AMER Sales,Business Travel FY20 - ANZ,Enterprise,Rental Car,0.057456719,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2395,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/10/19,11/11/19,EMEA Operations,Business Travel FY20 - SA,Avis,Rental Car,0.208248898,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2396,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/11/19,11/12/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.073581549,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2397,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/12/19,11/13/19,EMEA Operations,Business Travel FY20 - AMER,Avis,Rental Car,0.159552196,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2398,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/13/19,11/14/19,AMER Sales,Business Travel FY20 - ANZ,Hertz,Rental Car,0.203295991,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2399,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/14/19,11/15/19,EMEA Operations,Business Travel FY20 - SA,Hertz,Rental Car,0.167715134,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2400,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/15/19,11/16/19,AMER Sales,Business Travel FY20 - SA,Enterprise,Rental Car,0.062078602,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2401,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/16/19,11/17/19,EMEA Operations,Business Travel FY20 - AMER,Avis,Rental Car,0.104935113,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2402,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/17/19,11/19/19,Product Marketing,Business Travel FY20 - ANZ,Avis,Rental Car,0.014972727,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2403,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/19/19,11/20/19,LATAM Sales,Business Travel FY20 - AMER,Avis,Rental Car,0.127706737,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2404,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/20/19,11/21/19,General COO,Business Travel FY20 - ANZ,Hertz,Rental Car,0.057909132,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2405,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/21/19,11/21/19,General COO,Business Travel FY20 - SA,Hertz,Rental Car,0.032349759,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2406,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/21/19,11/22/19,General COO,Business Travel FY20 - SA,Enterprise,Rental Car,0.057353023,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2407,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/22/19,11/23/19,AMER Sales,Business Travel FY20 - SA,Avis,Rental Car,0.007030508,Rental Car - Full Size class,Miles,
Rental Car - FY20 - RecID 2408,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/23/19,11/24/19,EMEA Operations,Business Travel FY20 - AMER,Avis,Rental Car,0.112199693,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2409,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/24/19,11/25/19,AMER Sales,Business Travel FY20 - ANZ,Avis,Rental Car,0.040363955,Rental Car - Standard class,Miles,
Rental Car - FY20 - RecID 2410,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/25/19,11/26/19,EMEA Operations,Business Travel FY20 - SA,Hertz,Rental Car,0.005637923,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2411,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/26/19,11/27/19,AMER Sales,Business Travel FY20 - SA,Hertz,Rental Car,0.008049713,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2412,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/27/19,11/28/19,EMEA Operations,Business Travel FY20 - AMER,Enterprise,Rental Car,0.024784648,Rental Car - SUV class,Miles,
Rental Car - FY20 - RecID 2413,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/28/19,11/29/19,AMER Sales,Business Travel FY20 - ANZ,Avis,Rental Car,0.146434983,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2414,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/29/19,11/30/19,EMEA Operations,Business Travel FY20 - SA,Avis,Rental Car,0.012397778,Rental Car - Minivan class,Miles,
Rental Car - FY20 - RecID 2415,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,11/30/19,12/1/19,Product Marketing,Business Travel FY20 - SA,Avis,Rental Car,0.020787292,Rental Car - Compact class,Miles,
Rental Car - FY20 - RecID 2416,Rental Cars - All Org - FY20,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/20,12/1/19,12/2/19,LATAM Sales,Business Travel FY20 - AMER,Hertz,Rental Car,0.175384155,Rental Car - SUV class,Miles,
